0,1,2,3,4,5,6,7,8
1.2971111727241647,1.4120469883502866,-0.48178234147067417,-0.05266199028234522,0.721268277628225,-0.25542792419265337,1.278238489791987,-1.2546839890327257,1.306183792825519
-0.5564926455212856,-1.0067935608656913,-0.7773733222278519,-0.7248203537250153,-0.14734569565651923,-0.8251110512803885,-1.0142426478199715,0.458346054789894,-1.1935204224726685
1.0598498839887478,2.596271007237276,-0.8053346312183958,-0.7787367999904701,0.6197419690624758,1.2737215222007408,1.1488242320235702,-0.20476234927047487,1.6660888500019597
-1.8614297335660832,-0.8115225790279429,-0.46580445061893494,-0.6062041719410146,-0.09094219089776957,-1.0349943086285016,-0.8663406389417806,0.8727888073276246,0.043244228551827364
-0.4971773233374315,-0.9627001133539419,-0.581644159294045,-0.688876056214712,-1.196450884169263,-0.8251110512803885,-0.4596101145267557,0.9280478409993224,0.4358679272897626
-1.0755017146300119,-0.3012984006776979,-0.5496883775905664,-0.6169874611941056,-1.3205385946385124,-0.4952945040190682,-0.8663406389417806,0.7899002568200788,-1.1804329658480708
1.9644085472925268,-0.049335843467700216,-0.5496883775905664,-0.40132167613228636,0.890478791904474,0.19432191298187437,0.9084834675965099,-1.144165921689331,0.010525586990332764
-0.6009791371591766,-0.7674291315161936,0.9722057260376051,0.9969114970185087,0.5633384643037261,-0.8550943737586905,-0.4596101145267557,-0.17713283243462624,-0.06799915275725428
-0.9568710702623029,-1.3973355245411878,-0.6375667772751327,-0.7427925024801669,-0.903152659423765,-0.8550943737586905,-1.0142426478199715,0.7070117063125324,-1.173889237535772
-1.3127630033654298,-0.9123076019119422,-0.677511504404481,-0.9009474115255011,-0.13606499470476954,-1.0799692923459543,-1.1436569055883885,0.7899002568200788,-0.6176723309903636
-1.3869071560952477,0.07034637120704905,-0.7933512130795912,-0.7571702214842883,-1.69280172604626,-0.8401027125195394,-0.7554141322831374,0.6793821894766838,-1.9067868085132509
-0.5564926455212856,-1.6304008899604354,-0.14624663358414827,-0.3617829488709529,-1.5687140155770107,-0.8550943737586905,-1.0142426478199715,0.9004183241634732,-0.663478429176456
-0.4230331706076134,-1.472924291704187,-0.677511504404481,-0.8937585520234403,-1.038521070844764,-0.8850776962369923,-0.9218038922711022,1.2872315598653552,-0.1988737190032327
-0.5861503066132128,0.46718739881279525,-0.8013401585054608,-0.5738543041817418,-0.6324158365817664,-0.01556134436623861,0.6681427031694499,-0.840241236494995,-0.8008967237347334
2.8096518884124526,1.7836917602350337,5.16640207461918,5.486354256055379,0.8340752871457243,-0.36036955286670996,-0.6999508789538157,-0.8955002701666925,1.9540128957431122
0.9412192396210383,1.7144020570022838,-0.38192052364730333,0.094709629509898,1.3981103347332209,0.46417181528659085,1.0563854764747005,-1.1994249553610286,0.37697437247907234
-0.022654745866596177,0.4860845906035449,-0.7534064859502428,-0.25395005634004325,1.9621453823207176,1.4985964407880046,0.7236059564987711,-0.6744641354799029,1.1949404115164375
-0.4230331706076134,-0.685541300422944,-0.6335723045621978,-0.8038978082476823,-1.4107842022525117,-0.46531118154076634,-0.9218038922711022,1.9779694807615729,0.29190590441918635
1.1784805283564561,1.5506263948157857,-0.17420794257469208,0.1881648030366864,0.4505314547862268,0.2542885579384779,1.4076527475604037,-1.0060183375100875,0.4947614821004529
